s,p,o
https://www.foom.com/core#proposition_26,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_angle__angle_
https://www.foom.com/core#proposition_26,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_side_of_triangle__side_of_triangle_
https://www.foom.com/core#proposition_26,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_side_of_triangle__angle_
https://www.foom.com/core#proposition_26,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__remaining_angle_
https://www.foom.com/core#proposition_26,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__remaining_side_of_triangle_
https://www.foom.com/core#proposition_26,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__subtended_by_side_of_triangle__angle_
https://www.foom.com/core#proposition_26,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 26
https://www.foom.com/core#proposition_26,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 26
https://www.foom.com/core#proposition_27,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_27,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_27,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_27,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_27,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_alternate_angle__angle_
https://www.foom.com/core#proposition_27,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_27,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__falls_on_straight_line__straight_line_
https://www.foom.com/core#proposition_27,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 27
https://www.foom.com/core#proposition_27,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 27
https://www.foom.com/core#proposition_28,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_28,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_28,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_28,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#operation_instance__sum_angle__angle___angle
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_angle__right_angle_
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__falls_on_straight_line__straight_line_
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_external_angle__straight_line_
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_internal_angle__straight_line_
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_on_the_same_part_angle__angle__straight_line_
https://www.foom.com/core#proposition_28,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_opposite_to_angle__angle_
https://www.foom.com/core#proposition_28,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 28
https://www.foom.com/core#proposition_28,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 28
https://www.foom.com/core#proposition_29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_29,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_29,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_alternate_angle__angle_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__corresponding_angle__angle_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_angle__angle_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__falls_on_straight_line__straight_line_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_external_angle__straight_line__straight_line_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_internal_angle__straight_line__straight_line_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_on_the_same_part_angle__angle__straight_line_
https://www.foom.com/core#proposition_29,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_opposite_to_angle__angle_
https://www.foom.com/core#proposition_29,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 29
https://www.foom.com/core#proposition_29,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 29
https://www.foom.com/core#proposition_3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#proposition_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#proposition_3,https://www.foom.com/core#has_gist,https://www.foom.com/core#gist__subtraction_of_lengths_via_construction_with_circles
https://www.foom.com/core#proposition_3,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__finite_straight_line
https://www.foom.com/core#proposition_3,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#proposition_3,https://www.foom.com/core#has_moral,https://www.foom.com/core#moral__subtraction_of_lengths
https://www.foom.com/core#proposition_3,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__construction
https://www.foom.com/core#proposition_3,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_3,https://www.foom.com/core#refers_to,https://www.foom.com/core#operation_instance__subtract_finite_straight_line__finite_straight_line___finite_straight_line
https://www.foom.com/core#proposition_3,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__greater_than_finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_3,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__smaller_than_finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_3,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__unequal_finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_3,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 3
https://www.foom.com/core#proposition_3,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 3
https://www.foom.com/core#proposition_30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_30,https://www.foom.com/core#has_gist,https://www.foom.com/core#gist__transitivity_of_are_parallel
https://www.foom.com/core#proposition_30,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_30,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_30,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_30,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 30
https://www.foom.com/core#proposition_30,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 30
https://www.foom.com/core#proposition_31,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_31,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_31,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#proposition_31,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#proposition_31,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__point
https://www.foom.com/core#proposition_31,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__straight_line
https://www.foom.com/core#proposition_31,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__construction
https://www.foom.com/core#proposition_31,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_31,https://www.foom.com/core#refers_to,https://www.foom.com/core#operation_instance__conduct_parallel_straight_line__straight_line__point___straight_line
https://www.foom.com/core#proposition_31,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_31,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 31
https://www.foom.com/core#proposition_31,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 31
https://www.foom.com/core#proposition_32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_32,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_32,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_32,https://www.foom.com/core#refers_to,https://www.foom.com/core#operation_instance__produce_side_of_triangle___finite_straight_line
https://www.foom.com/core#proposition_32,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_angle__angle_
https://www.foom.com/core#proposition_32,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_external_angle__triangle_
https://www.foom.com/core#proposition_32,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_internal_angle__triangle_
https://www.foom.com/core#proposition_32,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_opposite_to_angle__angle_
https://www.foom.com/core#proposition_32,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 32
https://www.foom.com/core#proposition_32,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 32
https://www.foom.com/core#proposition_33,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_33,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_33,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_33,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_33,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_33,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_33,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__joining_on_the_same_part_finite_straight_line__finite_straight_line__finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_33,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 33
https://www.foom.com/core#proposition_33,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 33
https://www.foom.com/core#proposition_34,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_34,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_34,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__is_parallelogram
https://www.foom.com/core#proposition_34,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_34,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_34,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__cut_into_two_halves_diameter__angle_
https://www.foom.com/core#proposition_34,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__cut_into_two_halves_diameter__parallelogram_
https://www.foom.com/core#proposition_34,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_angle__angle_
https://www.foom.com/core#proposition_34,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_side__side_
https://www.foom.com/core#proposition_34,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_opposite_to_angle__angle_
https://www.foom.com/core#proposition_34,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_opposite_to_side__side_
https://www.foom.com/core#proposition_34,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 34
https://www.foom.com/core#proposition_34,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 34
https://www.foom.com/core#proposition_35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_35,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__is_parallelogram
https://www.foom.com/core#proposition_35,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_35,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_35,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_finite_straight_line__finite_straight_line_
https://www.foom.com/core#proposition_35,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_straight_line__straight_line_
https://www.foom.com/core#proposition_35,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_parallelogram__parallelogram_
https://www.foom.com/core#proposition_35,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_base_of_parallelogram__parallelogram_
https://www.foom.com/core#proposition_35,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_straight_line__parallelogram_
https://www.foom.com/core#proposition_35,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 35
https://www.foom.com/core#proposition_35,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 35
https://www.foom.com/core#proposition_36,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_36,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_36,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_36,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_36,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_36,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_base_of_parallelogram__base_of_parallelogram_
https://www.foom.com/core#proposition_36,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_straight_line__straight_line_
https://www.foom.com/core#proposition_36,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_parallelogram__parallelogram_
https://www.foom.com/core#proposition_36,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 36
https://www.foom.com/core#proposition_36,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 36
https://www.foom.com/core#proposition_37,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_37,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_37,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_37,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_37,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_37,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_base_of_triangle__base_of_triangle_
https://www.foom.com/core#proposition_37,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_straight_line__straight_line_
https://www.foom.com/core#proposition_37,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_triangle__triangle_
https://www.foom.com/core#proposition_37,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__base_of_triangle_
https://www.foom.com/core#proposition_37,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__straight_line_
https://www.foom.com/core#proposition_37,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 37
https://www.foom.com/core#proposition_37,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 37
https://www.foom.com/core#proposition_38,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_38,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_38,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_38,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_in_the_same_parallels_triangle__triangle__straight_line__straight_line_
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_straight_line__straight_line_
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_base_of_triangle__base_of_triangle_
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_triangle__triangle_
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__base_of_triangle_
https://www.foom.com/core#proposition_38,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__straight_line_
https://www.foom.com/core#proposition_38,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 38
https://www.foom.com/core#proposition_38,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 38
https://www.foom.com/core#proposition_39,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_39,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_39,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_39,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_in_the_same_parallels_triangle__triangle__straight_line__straight_line_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_base_of_triangle__base_of_triangle_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_straight_line__straight_line_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_triangle__triangle_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_on_the_same_part_triangle__triangle_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__base_of_triangle_
https://www.foom.com/core#proposition_39,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__straight_line_
https://www.foom.com/core#proposition_39,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 39
https://www.foom.com/core#proposition_39,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 39
https://www.foom.com/core#proposition_4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_4,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__triangle
https://www.foom.com/core#proposition_4,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__triangle
https://www.foom.com/core#proposition_4,https://www.foom.com/core#has_moral,https://www.foom.com/core#moral__sas_criterion_for_the_congruence_of_triangles
https://www.foom.com/core#proposition_4,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_4,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__corresponding_interior_angle_of_triangle__interior_angle_of_triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__corresponding_side_of_triangle__side_of_triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__encompassing_finite_straight_line__finite_straight_line__interior_angle_of_triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_angle__angle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_base_of_triangle__base_of_triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_side_of_triangle__side_of_triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_triangle__triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__remaining_interior_angle_of_triangle__interior_angle_of_triangle_
https://www.foom.com/core#proposition_4,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__subtended_by_angle__side_of_triangle__side_of_triangle_
https://www.foom.com/core#proposition_4,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 4
https://www.foom.com/core#proposition_4,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 4
https://www.foom.com/core#proposition_40,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_40,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_40,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_40,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_40,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_parallel_straight_line__straight_line_
https://www.foom.com/core#proposition_40,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_base_of_triangle__base_of_triangle_
https://www.foom.com/core#proposition_40,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_triangle__triangle_
https://www.foom.com/core#proposition_40,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_on_the_same_part_triangle__triangle_
https://www.foom.com/core#proposition_40,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__base_of_triangle_
https://www.foom.com/core#proposition_40,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__straight_line_
https://www.foom.com/core#proposition_40,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 40
https://www.foom.com/core#proposition_40,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 40
https://www.foom.com/core#proposition_41,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_41,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_41,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__theorem
https://www.foom.com/core#proposition_41,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_41,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__are_same_base__base_
https://www.foom.com/core#proposition_41,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__have_same_base_parallelogram__triangle_
https://www.foom.com/core#proposition_41,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_double_parallelogram__triangle_
https://www.foom.com/core#proposition_41,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_parallelogram__base_
https://www.foom.com/core#proposition_41,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__is_placed_on_triangle__base_
https://www.foom.com/core#proposition_41,http://www.w3.org/2000/01/rdf-schema#label,Proposition: Proposition 41
https://www.foom.com/core#proposition_41,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition 41
https://www.foom.com/core#proposition_42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#proposition_42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#proposition
https://www.foom.com/core#proposition_42,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__rectilinear_angle
https://www.foom.com/core#proposition_42,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__triangle
https://www.foom.com/core#proposition_42,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__rectilinear_angle
https://www.foom.com/core#proposition_42,https://www.foom.com/core#has_given_concept,https://www.foom.com/core#concept__triangle
https://www.foom.com/core#proposition_42,https://www.foom.com/core#has_proposition_type,https://www.foom.com/core#proposition_type__construction
https://www.foom.com/core#proposition_42,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#proposition_42,https://www.foom.com/core#refers_to,https://www.foom.com/core#operation_instance__construct_in_parallelogram__rectilinear_angle___parallelogram
https://www.foom.com/core#proposition_42,https://www.foom.com/core#refers_to,https://www.foom.com/core#relation_instance__equals_triangle__parallelogram_
